FIR_ID,Crime_Type,Date,District,Police_Station,Status
FIR007485,Vehicle Theft,05-01-2025,Belagavi,Whitefield Police Station,Under Investigation
FIR007486,House Burglary,18-02-2026,Mangaluru,Indiranagar Police Station,Open
FIR007487,House Burglary,11-05-2026,Kalaburagi,Hebbal Police Station,Open
FIR007488,House Burglary,08-10-2024,Bengaluru Urban,Whitefield Police Station,Under Investigation
FIR007489,Drug Trafficking,05-06-2025,Tumakuru,Electronic City Police Station,Closed
FIR007490,Vehicle Theft,12-10-2025,Hubballi-Dharwad,Marathahalli Police Station,Closed
FIR007491,Vehicle Theft,27-03-2024,Bengaluru Urban,Electronic City Police Station,Under Investigation
FIR007492,Cyber Fraud,05-12-2025,Bengaluru Rural,Koramangala Police Station,Closed
FIR007493,Drug Trafficking,09-10-2023,Tumakuru,Jayanagar Police Station,Closed
FIR007494,Drug Trafficking,29-11-2025,Bengaluru Urban,Jayanagar Police Station,Open
FIR007495,Cyber Fraud,22-02-2024,Kalaburagi,Indiranagar Police Station,Closed
FIR007496,Vehicle Theft,01-01-2026,Bengaluru Rural,Hebbal Police Station,Under Investigation
FIR007497,Drug Trafficking,22-01-2024,Kalaburagi,Indiranagar Police Station,Under Investigation
FIR007498,Drug Trafficking,01-11-2023,Bengaluru Urban,Hebbal Police Station,Under Investigation
FIR007499,Vehicle Theft,10-08-2023,Hubballi-Dharwad,Whitefield Police Station,Under Investigation
FIR007500,Vehicle Theft,25-10-2023,Hubballi-Dharwad,Indiranagar Police Station,Closed
FIR007501,Financial Fraud,17-11-2023,Hubballi-Dharwad,Whitefield Police Station,Open
FIR007502,House Burglary,21-08-2023,Mangaluru,Koramangala Police Station,Closed
FIR007503,Financial Fraud,02-07-2023,Tumakuru,Hebbal Police Station,Closed
FIR007504,Drug Trafficking,16-12-2023,Shivamogga,Koramangala Police Station,Under Investigation
FIR007505,Drug Trafficking,01-04-2025,Belagavi,Koramangala Police Station,Under Investigation
FIR007506,Vehicle Theft,24-09-2024,Tumakuru,Jayanagar Police Station,Under Investigation
FIR007507,Assault,12-06-2023,Mysuru,Yelahanka Police Station,Open
FIR007508,Drug Trafficking,15-06-2024,Bengaluru Rural,Electronic City Police Station,Open
FIR007509,House Burglary,06-10-2024,Bengaluru Rural,Jayanagar Police Station,Under Investigation
FIR007510,Vehicle Theft,01-11-2024,Hubballi-Dharwad,Jayanagar Police Station,Under Investigation
FIR007511,Drug Trafficking,08-09-2025,Shivamogga,Electronic City Police Station,Under Investigation
FIR007512,House Burglary,11-02-2024,Kalaburagi,Electronic City Police Station,Under Investigation
FIR007513,Drug Trafficking,26-01-2024,Shivamogga,Indiranagar Police Station,Closed
FIR007514,Robbery,20-08-2025,Mangaluru,Whitefield Police Station,Closed
FIR007515,Drug Trafficking,16-09-2024,Tumakuru,Yelahanka Police Station,Closed
FIR007516,Drug Trafficking,10-02-2026,Tumakuru,Marathahalli Police Station,Closed
FIR007517,Vehicle Theft,19-12-2025,Mysuru,Jayanagar Police Station,Open
FIR007518,Vehicle Theft,29-07-2024,Mangaluru,Koramangala Police Station,Closed
FIR007519,Cyber Fraud,08-11-2023,Ballari,Marathahalli Police Station,Open
FIR007520,Chain Snatching,01-03-2024,Ballari,Koramangala Police Station,Open
FIR007521,House Burglary,05-10-2024,Shivamogga,Hebbal Police Station,Under Investigation
FIR007522,House Burglary,12-08-2025,Bengaluru Urban,Electronic City Police Station,Closed
FIR007523,Assault,01-06-2025,Bengaluru Urban,Koramangala Police Station,Under Investigation
FIR007524,Drug Trafficking,10-03-2025,Ballari,Whitefield Police Station,Closed
FIR007525,Robbery,14-02-2026,Mangaluru,Jayanagar Police Station,Under Investigation
FIR007526,Assault,05-05-2024,Shivamogga,Yelahanka Police Station,Closed
FIR007527,Financial Fraud,12-12-2025,Tumakuru,Koramangala Police Station,Under Investigation
FIR007528,Assault,27-09-2023,Bengaluru Rural,Indiranagar Police Station,Closed
FIR007529,Cyber Fraud,28-07-2025,Tumakuru,Koramangala Police Station,Closed
FIR007530,Financial Fraud,03-09-2023,Tumakuru,Jayanagar Police Station,Open
FIR007531,Chain Snatching,04-02-2025,Mysuru,Hebbal Police Station,Under Investigation
FIR007532,House Burglary,05-10-2023,Bengaluru Urban,Electronic City Police Station,Closed
FIR007533,Vehicle Theft,30-05-2025,Bengaluru Rural,Yelahanka Police Station,Under Investigation
FIR007534,Robbery,26-02-2024,Mysuru,Whitefield Police Station,Open
FIR007535,House Burglary,22-10-2024,Mysuru,Electronic City Police Station,Under Investigation
FIR007536,Robbery,26-06-2023,Belagavi,Marathahalli Police Station,Under Investigation
FIR007537,Assault,17-11-2023,Bengaluru Rural,Yelahanka Police Station,Closed
FIR007538,Vehicle Theft,05-03-2026,Mysuru,Hebbal Police Station,Under Investigation
FIR007539,Vehicle Theft,05-07-2023,Kalaburagi,Indiranagar Police Station,Closed
FIR007540,Chain Snatching,03-12-2024,Mysuru,Marathahalli Police Station,Under Investigation
FIR007541,Financial Fraud,24-06-2025,Bengaluru Rural,Indiranagar Police Station,Under Investigation
FIR007542,Vehicle Theft,05-02-2026,Tumakuru,Yelahanka Police Station,Open
FIR007543,Cyber Fraud,01-07-2024,Mysuru,Jayanagar Police Station,Open
FIR007544,Drug Trafficking,24-01-2025,Shivamogga,Hebbal Police Station,Under Investigation
FIR007545,Cyber Fraud,08-08-2025,Mysuru,Jayanagar Police Station,Open
FIR007546,Robbery,08-11-2023,Mangaluru,Whitefield Police Station,Under Investigation
FIR007547,Vehicle Theft,13-10-2025,Belagavi,Indiranagar Police Station,Open
FIR007548,Chain Snatching,04-08-2023,Hubballi-Dharwad,Indiranagar Police Station,Closed
FIR007549,Financial Fraud,19-02-2024,Kalaburagi,Electronic City Police Station,Open
FIR007550,Drug Trafficking,10-10-2024,Ballari,Jayanagar Police Station,Open
FIR007551,Vehicle Theft,26-06-2025,Bengaluru Rural,Electronic City Police Station,Under Investigation
FIR007552,Drug Trafficking,07-05-2024,Kalaburagi,Marathahalli Police Station,Open
FIR007553,Financial Fraud,25-07-2025,Bengaluru Rural,Marathahalli Police Station,Closed
FIR007554,House Burglary,17-05-2024,Mangaluru,Marathahalli Police Station,Closed
FIR007555,Drug Trafficking,30-07-2025,Bengaluru Urban,Yelahanka Police Station,Under Investigation
FIR007556,Cyber Fraud,09-01-2024,Kalaburagi,Indiranagar Police Station,Under Investigation
FIR007557,Financial Fraud,08-04-2026,Kalaburagi,Indiranagar Police Station,Open
FIR007558,Assault,15-08-2025,Ballari,Yelahanka Police Station,Closed
FIR007559,Robbery,25-04-2026,Kalaburagi,Hebbal Police Station,Closed
FIR007560,Robbery,05-09-2023,Bengaluru Rural,Koramangala Police Station,Open
FIR007561,Robbery,02-06-2023,Tumakuru,Marathahalli Police Station,Under Investigation
FIR007562,House Burglary,01-11-2023,Mysuru,Koramangala Police Station,Open
FIR007563,House Burglary,14-12-2024,Tumakuru,Whitefield Police Station,Under Investigation
FIR007564,Drug Trafficking,30-01-2026,Mangaluru,Indiranagar Police Station,Closed
FIR007565,Assault,19-04-2026,Mysuru,Yelahanka Police Station,Open
FIR007566,Chain Snatching,09-03-2025,Bengaluru Urban,Yelahanka Police Station,Closed
FIR007567,Drug Trafficking,29-05-2024,Bengaluru Urban,Jayanagar Police Station,Open
FIR007568,Vehicle Theft,17-05-2026,Bengaluru Urban,Marathahalli Police Station,Closed
FIR007569,House Burglary,21-12-2025,Shivamogga,Hebbal Police Station,Open
FIR007570,Cyber Fraud,28-12-2023,Hubballi-Dharwad,Whitefield Police Station,Open
FIR007571,Chain Snatching,12-04-2024,Bengaluru Rural,Hebbal Police Station,Closed
FIR007572,House Burglary,30-11-2023,Kalaburagi,Electronic City Police Station,Under Investigation
FIR007573,Drug Trafficking,18-11-2024,Bengaluru Urban,Electronic City Police Station,Closed
FIR007574,Vehicle Theft,17-08-2024,Kalaburagi,Whitefield Police Station,Under Investigation
FIR007575,House Burglary,03-09-2025,Kalaburagi,Indiranagar Police Station,Under Investigation
FIR007576,Financial Fraud,31-12-2023,Bengaluru Urban,Whitefield Police Station,Open
FIR007577,Robbery,20-05-2025,Ballari,Indiranagar Police Station,Under Investigation
FIR007578,House Burglary,04-07-2025,Hubballi-Dharwad,Indiranagar Police Station,Closed
FIR007579,House Burglary,25-04-2026,Mangaluru,Jayanagar Police Station,Open
FIR007580,Cyber Fraud,14-08-2024,Belagavi,Yelahanka Police Station,Open
FIR007581,Chain Snatching,20-05-2026,Mangaluru,Yelahanka Police Station,Under Investigation
FIR007582,Drug Trafficking,23-02-2024,Bengaluru Rural,Hebbal Police Station,Under Investigation
FIR007583,Vehicle Theft,28-12-2024,Bengaluru Urban,Indiranagar Police Station,Open
FIR007584,Cyber Fraud,14-04-2025,Hubballi-Dharwad,Whitefield Police Station,Closed
FIR007585,Robbery,22-12-2023,Bengaluru Rural,Marathahalli Police Station,Open
FIR007586,House Burglary,24-09-2024,Bengaluru Urban,Marathahalli Police Station,Closed
FIR007587,Vehicle Theft,16-03-2024,Mangaluru,Yelahanka Police Station,Closed
FIR007588,Financial Fraud,13-08-2023,Bengaluru Urban,Electronic City Police Station,Closed
FIR007589,Assault,06-09-2023,Belagavi,Hebbal Police Station,Closed
FIR007590,Financial Fraud,13-06-2025,Ballari,Koramangala Police Station,Open
FIR007591,Robbery,17-05-2024,Mangaluru,Indiranagar Police Station,Under Investigation
FIR007592,Drug Trafficking,24-04-2024,Ballari,Whitefield Police Station,Open
FIR007593,House Burglary,27-01-2024,Belagavi,Hebbal Police Station,Closed
FIR007594,Financial Fraud,21-01-2025,Tumakuru,Marathahalli Police Station,Under Investigation
FIR007595,Vehicle Theft,16-08-2024,Bengaluru Urban,Hebbal Police Station,Under Investigation
FIR007596,Chain Snatching,09-10-2024,Belagavi,Indiranagar Police Station,Under Investigation
FIR007597,Vehicle Theft,13-08-2024,Belagavi,Hebbal Police Station,Under Investigation
FIR007598,Drug Trafficking,12-12-2025,Bengaluru Urban,Yelahanka Police Station,Open
FIR007599,Vehicle Theft,07-10-2025,Shivamogga,Hebbal Police Station,Closed
FIR007600,Financial Fraud,04-10-2025,Tumakuru,Yelahanka Police Station,Closed
FIR007601,Assault,28-12-2024,Bengaluru Urban,Electronic City Police Station,Under Investigation
FIR007602,Cyber Fraud,06-11-2024,Kalaburagi,Indiranagar Police Station,Open
FIR007603,Financial Fraud,29-03-2025,Ballari,Indiranagar Police Station,Closed
FIR007604,Chain Snatching,24-02-2024,Shivamogga,Whitefield Police Station,Under Investigation
FIR007605,Assault,13-04-2025,Mangaluru,Indiranagar Police Station,Closed
FIR007606,House Burglary,02-10-2025,Tumakuru,Koramangala Police Station,Open
FIR007607,House Burglary,05-08-2023,Mysuru,Koramangala Police Station,Open
FIR007608,Drug Trafficking,12-06-2024,Kalaburagi,Koramangala Police Station,Closed
FIR007609,House Burglary,16-09-2024,Bengaluru Rural,Marathahalli Police Station,Under Investigation
FIR007610,Vehicle Theft,15-02-2025,Tumakuru,Marathahalli Police Station,Under Investigation
FIR007611,Cyber Fraud,17-10-2023,Bengaluru Rural,Koramangala Police Station,Closed
FIR007612,Chain Snatching,16-07-2025,Ballari,Koramangala Police Station,Under Investigation
FIR007613,Financial Fraud,30-11-2025,Kalaburagi,Koramangala Police Station,Under Investigation
FIR007614,Financial Fraud,26-02-2026,Hubballi-Dharwad,Hebbal Police Station,Open
FIR007615,Vehicle Theft,11-09-2023,Tumakuru,Jayanagar Police Station,Open
FIR007616,Cyber Fraud,07-12-2025,Mysuru,Yelahanka Police Station,Open
FIR007617,House Burglary,16-10-2024,Bengaluru Rural,Marathahalli Police Station,Under Investigation
FIR007618,Financial Fraud,09-10-2025,Hubballi-Dharwad,Jayanagar Police Station,Under Investigation
FIR007619,Financial Fraud,25-02-2026,Kalaburagi,Yelahanka Police Station,Under Investigation
FIR007620,Assault,17-06-2023,Kalaburagi,Marathahalli Police Station,Open
FIR007621,Cyber Fraud,10-06-2024,Mysuru,Electronic City Police Station,Closed
FIR007622,Assault,19-01-2024,Hubballi-Dharwad,Electronic City Police Station,Open
FIR007623,Assault,28-10-2025,Hubballi-Dharwad,Yelahanka Police Station,Under Investigation
FIR007624,Robbery,13-05-2024,Hubballi-Dharwad,Jayanagar Police Station,Closed
FIR007625,Robbery,19-07-2025,Bengaluru Urban,Indiranagar Police Station,Under Investigation
FIR007626,House Burglary,11-03-2024,Mysuru,Whitefield Police Station,Closed
FIR007627,Cyber Fraud,19-03-2026,Bengaluru Rural,Hebbal Police Station,Closed
FIR007628,Assault,21-04-2025,Bengaluru Urban,Hebbal Police Station,Open
FIR007629,House Burglary,01-10-2023,Kalaburagi,Marathahalli Police Station,Under Investigation
FIR007630,Financial Fraud,24-05-2026,Mangaluru,Jayanagar Police Station,Under Investigation
FIR007631,Drug Trafficking,19-01-2024,Belagavi,Koramangala Police Station,Closed
FIR007632,Assault,03-06-2025,Bengaluru Rural,Hebbal Police Station,Open
FIR007633,Drug Trafficking,03-07-2024,Mangaluru,Electronic City Police Station,Open
FIR007634,Cyber Fraud,13-09-2023,Belagavi,Jayanagar Police Station,Closed
FIR007635,Drug Trafficking,19-03-2026,Tumakuru,Marathahalli Police Station,Open
FIR007636,Cyber Fraud,22-08-2024,Shivamogga,Whitefield Police Station,Under Investigation
FIR007637,Drug Trafficking,02-11-2025,Bengaluru Urban,Jayanagar Police Station,Under Investigation
FIR007638,Financial Fraud,08-03-2024,Bengaluru Urban,Jayanagar Police Station,Closed
FIR007639,Assault,12-12-2025,Hubballi-Dharwad,Electronic City Police Station,Open
FIR007640,Vehicle Theft,02-10-2023,Bengaluru Rural,Marathahalli Police Station,Under Investigation
FIR007641,Cyber Fraud,14-06-2024,Hubballi-Dharwad,Whitefield Police Station,Under Investigation
FIR007642,Cyber Fraud,24-08-2023,Ballari,Electronic City Police Station,Open
FIR007643,Drug Trafficking,16-03-2026,Ballari,Whitefield Police Station,Under Investigation
FIR007644,Robbery,09-10-2025,Belagavi,Hebbal Police Station,Under Investigation
FIR007645,Assault,30-01-2025,Mangaluru,Jayanagar Police Station,Closed
FIR007646,Chain Snatching,19-06-2024,Bengaluru Urban,Hebbal Police Station,Closed
FIR007647,Vehicle Theft,01-05-2024,Shivamogga,Koramangala Police Station,Closed
FIR007648,Chain Snatching,11-04-2025,Belagavi,Electronic City Police Station,Open
FIR007649,Chain Snatching,27-10-2025,Bengaluru Rural,Jayanagar Police Station,Closed
FIR007650,Financial Fraud,01-02-2025,Shivamogga,Marathahalli Police Station,Closed
FIR007651,Vehicle Theft,20-02-2025,Tumakuru,Yelahanka Police Station,Open
FIR007652,Vehicle Theft,08-07-2024,Kalaburagi,Jayanagar Police Station,Under Investigation
FIR007653,Cyber Fraud,13-07-2023,Mangaluru,Indiranagar Police Station,Closed
FIR007654,Drug Trafficking,03-02-2024,Bengaluru Rural,Electronic City Police Station,Open
FIR007655,Assault,15-09-2024,Tumakuru,Electronic City Police Station,Under Investigation
FIR007656,Vehicle Theft,15-02-2026,Mangaluru,Indiranagar Police Station,Open
FIR007657,Cyber Fraud,14-10-2024,Ballari,Koramangala Police Station,Under Investigation
FIR007658,Robbery,01-01-2025,Tumakuru,Koramangala Police Station,Under Investigation
FIR007659,Financial Fraud,29-04-2025,Shivamogga,Indiranagar Police Station,Closed
FIR007660,Drug Trafficking,23-10-2024,Shivamogga,Indiranagar Police Station,Under Investigation
FIR007661,Vehicle Theft,12-08-2023,Tumakuru,Electronic City Police Station,Closed
FIR007662,Vehicle Theft,12-07-2023,Mysuru,Marathahalli Police Station,Under Investigation
FIR007663,Vehicle Theft,04-04-2024,Ballari,Electronic City Police Station,Closed
FIR007664,Financial Fraud,03-02-2026,Kalaburagi,Koramangala Police Station,Under Investigation
FIR007665,Drug Trafficking,14-12-2023,Belagavi,Koramangala Police Station,Closed
FIR007666,Financial Fraud,20-02-2024,Mangaluru,Koramangala Police Station,Under Investigation
FIR007667,Chain Snatching,30-06-2024,Shivamogga,Koramangala Police Station,Under Investigation
FIR007668,Financial Fraud,30-10-2025,Mysuru,Koramangala Police Station,Closed
FIR007669,Assault,09-03-2026,Tumakuru,Whitefield Police Station,Closed
FIR007670,Financial Fraud,24-11-2023,Bengaluru Urban,Indiranagar Police Station,Open
FIR007671,Cyber Fraud,09-09-2025,Mysuru,Jayanagar Police Station,Open
FIR007672,Robbery,13-11-2025,Tumakuru,Indiranagar Police Station,Open
FIR007673,Chain Snatching,01-03-2026,Mysuru,Hebbal Police Station,Under Investigation
FIR007674,Robbery,23-08-2023,Hubballi-Dharwad,Whitefield Police Station,Open
FIR007675,Assault,17-01-2024,Belagavi,Electronic City Police Station,Open
FIR007676,Drug Trafficking,19-04-2026,Mangaluru,Marathahalli Police Station,Closed
FIR007677,Assault,09-05-2026,Tumakuru,Whitefield Police Station,Closed
FIR007678,Chain Snatching,08-06-2025,Ballari,Koramangala Police Station,Closed
FIR007679,Financial Fraud,08-11-2023,Mangaluru,Jayanagar Police Station,Under Investigation
FIR007680,Assault,22-01-2025,Hubballi-Dharwad,Indiranagar Police Station,Open
FIR007681,Robbery,15-05-2026,Belagavi,Marathahalli Police Station,Under Investigation
FIR007682,Assault,21-08-2023,Shivamogga,Koramangala Police Station,Open
FIR007683,Vehicle Theft,24-05-2024,Tumakuru,Yelahanka Police Station,Closed
FIR007684,Assault,14-03-2025,Ballari,Hebbal Police Station,Closed
FIR007685,Assault,15-09-2024,Mangaluru,Whitefield Police Station,Closed
FIR007686,Cyber Fraud,12-02-2026,Hubballi-Dharwad,Koramangala Police Station,Closed
FIR007687,Drug Trafficking,25-01-2025,Tumakuru,Whitefield Police Station,Open
FIR007688,Robbery,09-04-2024,Bengaluru Rural,Indiranagar Police Station,Open
FIR007689,Chain Snatching,03-05-2025,Bengaluru Urban,Yelahanka Police Station,Open
FIR007690,House Burglary,07-10-2023,Bengaluru Urban,Koramangala Police Station,Under Investigation
FIR007691,Chain Snatching,25-08-2023,Kalaburagi,Indiranagar Police Station,Open
FIR007692,Vehicle Theft,24-04-2025,Bengaluru Rural,Yelahanka Police Station,Closed
FIR007693,Cyber Fraud,19-11-2024,Hubballi-Dharwad,Jayanagar Police Station,Closed
FIR007694,Financial Fraud,29-01-2026,Bengaluru Urban,Whitefield Police Station,Under Investigation
FIR007695,Financial Fraud,16-10-2024,Shivamogga,Indiranagar Police Station,Closed
FIR007696,Vehicle Theft,07-04-2025,Mangaluru,Koramangala Police Station,Open
FIR007697,Drug Trafficking,15-12-2025,Belagavi,Indiranagar Police Station,Open
FIR007698,Vehicle Theft,11-01-2024,Tumakuru,Jayanagar Police Station,Open
FIR007699,Chain Snatching,09-09-2023,Belagavi,Marathahalli Police Station,Open
FIR007700,Vehicle Theft,28-06-2023,Kalaburagi,Indiranagar Police Station,Closed
FIR007701,Financial Fraud,21-04-2026,Bengaluru Urban,Whitefield Police Station,Under Investigation
FIR007702,Financial Fraud,19-02-2025,Mangaluru,Indiranagar Police Station,Under Investigation
FIR007703,Assault,31-12-2025,Tumakuru,Marathahalli Police Station,Open
